Game Name,Minimum Completion Time,Install Size (MB),Install Size Per Hour
World of Van Helsing: Deathtrap,61.0,7230.0,118.52459016393442
World of Tanks: Valor (Xbox 360),1751.0,71.0,0.04054825813820674
World of Tanks,3083.0,54590.0,17.706779111255273
World of Outlaws: Sprint Cars,20.0,2050.0,102.5
World of Outlaws: Dirt Racing 24,66.0,35320.0,535.1515151515151
World of Outlaws: Dirt Racing,25.0,33220.0,1328.8
World War Z (Windows),80.0,61310.0,766.375
World War Z,150.0,29950.0,199.66666666666666
World Soccer Strikers '91,1.0,658.0,658.0
World Soccer Pinball,1.0,515.0,515.0
World Series of Poker: Full House Pro,83.0,1100.0,13.25301204819277
World Of Solitaire,50.0,549.0,10.98
World II: Hunting Boss (CN),3.0,1190.0,396.6666666666667
World II: Hunting Boss,3.0,1170.0,390.0
World Gone Sour,6.0,1280.0,213.33333333333334
World Enduro Rally,9.0,1270.0,141.11111111111111
World Cruise Story,25.0,431.0,17.24
World At Arms (Windows),40.0,183.0,4.575
Working Hard Collection,0.25,348.0,1392.0
Work from Home,23.0,3260.0,141.7391304347826
Wordsweeper by POWGI,2.0,400.0,200.0
Words Of Wisdom,0.25,357.0,1428.0
Wordbreaker by POWGI,0.5,402.0,804.0
Wordament Snap Attack (Windows),80.0,17.0,0.2125
Wordament (Windows),15.0,27.0,1.8
Word Wheel by POWGI,1.0,378.0,378.0
Word Web by POWGI,0.5,446.0,892.0
Word Sudoku by POWGI,2.0,190.0,95.0
Word Puzzle,4.0,55.0,13.75
Word Maze by POWGI,1.0,409.0,409.0
Worbital,94.0,1800.0,19.148936170212767
Woodle Tree Adventures,1.0,380.0,380.0
Woodle Tree 2: Deluxe+,20.0,1730.0,86.5
Wondershot,36.0,903.0,25.083333333333332
Wonderland Nights: White Rabbit's Diary,1.0,654.0,654.0
Wonder Boy: The Dragon's Trap,1.0,1060.0,1060.0
Wonder Blade,22.0,1830.0,83.18181818181819
Wolfenstein: Youngblood (Windows),50.0,42900.0,858.0
Wolfenstein: Youngblood,50.0,41900.0,838.0
Wolfenstein: The Old Blood (Windows),15.0,37220.0,2481.3333333333335
Wolfenstein: The Old Blood,15.0,37140.0,2476.0
Wolfenstein: The New Order (Windows),12.0,44760.0,3730.0
Wolfenstein: The New Order,20.0,44550.0,2227.5
Wolfenstein II: The New Colossus (Windows),35.0,53420.0,1526.2857142857142
Wolfenstein II: The New Colossus,80.0,53870.0,673.375
Wolfenstein 3D (NA),6.0,197.0,32.833333333333336
Wolfenstein 3D,6.0,577.0,96.16666666666667
Wolf of the Battlefield: Commando 3,6.0,136.0,22.666666666666668
Wolf Fang / Skull Fang Saturn Tribute Boosted,7.0,1740.0,248.57142857142858
Wolcen: Lords of Mayhem,223.0,35630.0,159.77578475336324
Wobbly Life,45.5,1670.0,36.7032967032967
Wobbledogs,57.0,1780.0,31.228070175438596
Wo Long: Fallen Dynasty,40.0,95870.0,2396.75
Wizodd,1.0,180.0,180.0
Wizards of Brandel,12.0,935.0,77.91666666666667
Wizardry: Proving Grounds of the Mad Overlord,40.0,1940.0,48.5
Wizard with a Gun,15.0,2000.0,133.33333333333334
Wizard of Legend,20.0,544.0,27.2
Wits & Wagers,100.0,94.0,0.94
Without Escape,0.25,500.0,2000.0
Within the Blade,3.0,372.0,124.0
Withering Rooms,41.0,4940.0,120.48780487804878
Witchy Life Story,22.0,1620.0,73.63636363636364
Witchcrafty (Xbox One),2.0,1004.0,502.0
Witchcrafty (Windows),1.0,691.0,691.0
Witchcrafty,4.0,770.0,192.5
Witch of the Meta Loop,11.0,1950.0,177.27272727272728
Witch Rise,0.5,356.0,712.0
Wipeout: Create & Crash,12.0,1540.0,128.33333333333334
Winx Club: Alfea Butterflix Adventures,3.0,831.0,277.0
Wintermoor Tactics Club,6.0,929.0,154.83333333333334
Winter Games 2023,6.0,4520.0,753.3333333333334
Winter Ember,23.0,5850.0,254.34782608695653
Winkeltje: The Little Shop,15.0,400.0,26.666666666666668
Wings of Bluestar,1.5,907.0,604.6666666666666
Wing Commander Arena,8.0,43.0,5.375
Windstorm: Start of a Great Friendship - Remastered,24.0,12270.0,511.25
Windscape,6.0,2550.0,425.0
Windjammers 2,15.0,427.0,28.466666666666665
Windbound,40.0,1270.0,31.75
Windborn: Journey to the South,0.5,4850.0,9700.0
Wind Peaks,1.0,1050.0,1050.0
Wilmot's Warehouse,15.0,307.0,20.466666666666665
Willy's Wonderland - The Game,0.5,1740.0,3480.0
Willy Morgan and the Curse of Bone Town,1.0,4440.0,4440.0
Will You Snail?,27.0,546.0,20.22222222222222
Will Die Alone,0.25,423.0,1692.0
Wildshade: Unicorn Champions,20.0,2009.9999999999998,100.49999999999999
Wildmender,55.0,3680.0,66.9090909090909
Wildfrost,35.0,1070.0,30.571428571428573
Wildfire,34.0,449.0,13.205882352941176
Wildcat Gun Machine,23.0,3040.0,132.17391304347825
WildTrax Racing,0.25,1410.0,5640.0
Wild West Crops,0.5,304.0,608.0
Wild Seas,1.0,360.0,360.0
Wild Hearts,80.0,79200.0,990.0
Wild Dogs,4.0,681.0,170.25
Wild Card Football,107.0,5450.0,50.93457943925234
Wik: Fable of Souls,15.0,23.0,1.5333333333333334
Wife Quest,6.0,1600.0,266.6666666666667
Wick,12.0,1190.0,99.16666666666667
Why Pizza? (Xbox One),0.5,761.0,1522.0
Why Pizza?,0.25,964.0,3856.0
Who's Your Daddy?!,1.0,4620.0,4620.0
Who Wants to Be a Millionaire? Special Editions (EU),1.0,95.0,95.0
Who Wants to Be a Millionaire? Special Editions,1.0,108.0,108.0
Who Wants to Be a Millionaire?,6.0,1160.0,193.33333333333334
Who Pressed Mute on Uncle Marcus?,4.0,10840.0,2710.0
White Shadows,3.0,3030.0,1010.0
White Noise 2,12.0,2120.0,176.66666666666666
White Night,6.0,1830.0,305.0
White Day: A Labyrinth Named School,60.0,10080.0,168.0
White Day 2: The Flower That Tells Lies - Complete Edition,15.0,7510.0,500.6666666666667
Whispike Survivors: Sword of the Necromancer,5.0,432.0,86.4
Whispering Willows,1.0,2240.0,2240.0
Whisper Trip,11.0,5430.0,493.6363636363636
Whiskey Mafia: Leo's Family,0.25,372.0,1488.0
Whiskey Mafia: Frank's Story,0.5,1000.0,2000.0
Whiskey & Zombies,5.0,1540.0,308.0
Whipseey and the Lost Atlas,3.0,434.0,144.66666666666666
While the Iron's Hot,20.0,2240.0,112.0
While We Wait Here,2.0,2830.0,1415.0
